Valid time	Local time	Precipitation[mm] (acc.)	Temperature[degC]	SSRD[Jm-2] (acc.)
2022-06-04T03:00+00:00	2022-06-04T04:00+01:00	1.145910	14.082330	0.000000
2022-06-04T04:00+00:00	2022-06-04T05:00+01:00	1.203024	13.899377	33263.500000
2022-06-04T05:00+00:00	2022-06-04T06:00+01:00	1.224956	14.032922	173707.000000
2022-06-04T06:00+00:00	2022-06-04T07:00+01:00	1.225920	14.749292	686541.500000
2022-06-04T07:00+00:00	2022-06-04T08:00+01:00	1.225920	16.120294	1740001.000000
2022-06-04T08:00+00:00	2022-06-04T09:00+01:00	1.226779	17.549341	3184508.500000
2022-06-04T09:00+00:00	2022-06-04T10:00+01:00	1.226779	19.342554	5301828.000000
2022-06-04T10:00+00:00	2022-06-04T11:00+01:00	1.226779	20.650842	7604360.500000
2022-06-04T11:00+00:00	2022-06-04T12:00+01:00	1.319011	21.369287	9739821.000000
2022-06-04T12:00+00:00	2022-06-04T13:00+01:00	1.319011	22.115808	11862373.000000
2022-06-04T13:00+00:00	2022-06-04T14:00+01:00	1.319011	22.636987	13858033.000000
2022-06-04T14:00+00:00	2022-06-04T15:00+01:00	1.319011	23.012537	15760331.000000
2022-06-04T15:00+00:00	2022-06-04T16:00+01:00	1.319011	23.133691	17516999.000000
2022-06-04T16:00+00:00	2022-06-04T17:00+01:00	1.319008	22.942102	18979908.000000
2022-06-04T17:00+00:00	2022-06-04T18:00+01:00	1.319008	22.506799	20023305.000000
2022-06-04T18:00+00:00	2022-06-04T19:00+01:00	1.319008	21.489221	20614412.000000
2022-06-04T19:00+00:00	2022-06-04T20:00+01:00	1.319008	20.093286	20789734.000000
2022-06-04T20:00+00:00	2022-06-04T21:00+01:00	1.319864	18.434351	20795325.000000
2022-06-04T21:00+00:00	2022-06-04T22:00+01:00	1.319864	17.305505	20795325.000000
2022-06-04T22:00+00:00	2022-06-04T23:00+01:00	1.319864	16.365320	20795325.000000
2022-06-04T23:00+00:00	2022-06-05T00:00+01:00	1.319862	15.460229	20795325.000000
2022-06-05T00:00+00:00	2022-06-05T01:00+01:00	1.319862	14.851404	20795325.000000
2022-06-05T01:00+00:00	2022-06-05T02:00+01:00	0.000000	14.342645	0.000000
2022-06-05T02:00+00:00	2022-06-05T03:00+01:00	0.000000	13.873804	0.000000
2022-06-05T03:00+00:00	2022-06-05T04:00+01:00	0.000000	13.275964	0.000000
2022-06-05T04:00+00:00	2022-06-05T05:00+01:00	0.000000	12.971887	88898.000000
2022-06-05T05:00+00:00	2022-06-05T06:00+01:00	0.000000	14.065332	525325.500000
2022-06-05T06:00+00:00	2022-06-05T07:00+01:00	0.000000	15.652795	1443263.500000
2022-06-05T07:00+00:00	2022-06-05T08:00+01:00	0.000000	17.628046	2656024.000000
2022-06-05T08:00+00:00	2022-06-05T09:00+01:00	0.000000	19.701044	4525098.000000
2022-06-05T09:00+00:00	2022-06-05T10:00+01:00	0.000000	21.430566	6744557.500000
2022-06-05T10:00+00:00	2022-06-05T11:00+01:00	0.000000	22.947748	9267698.000000
2022-06-05T11:00+00:00	2022-06-05T12:00+01:00	0.000000	24.079279	11776708.000000
2022-06-05T12:00+00:00	2022-06-05T13:00+01:00	0.017412	24.743982	13952126.000000
2022-06-05T13:00+00:00	2022-06-05T14:00+01:00	0.091464	24.653223	15645487.000000
2022-06-05T14:00+00:00	2022-06-05T15:00+01:00	0.364383	23.539514	16703879.000000
2022-06-05T15:00+00:00	2022-06-05T16:00+01:00	0.755414	21.833734	17252329.000000
2022-06-05T16:00+00:00	2022-06-05T17:00+01:00	0.905036	21.281824	17802231.000000
2022-06-05T17:00+00:00	2022-06-05T18:00+01:00	0.918738	20.978448	18199422.000000
2022-06-05T18:00+00:00	2022-06-05T19:00+01:00	1.261945	20.316461	18400460.000000
2022-06-05T19:00+00:00	2022-06-05T20:00+01:00	2.983826	20.329736	18460297.000000
2022-06-05T20:00+00:00	2022-06-05T21:00+01:00	3.947015	18.655634	18462727.000000
2022-06-05T21:00+00:00	2022-06-05T22:00+01:00	5.739260	18.100732	18462727.000000
2022-06-05T22:00+00:00	2022-06-05T23:00+01:00	6.820331	17.863794	18462727.000000
2022-06-05T23:00+00:00	2022-06-06T00:00+01:00	7.458097	17.769128	18462727.000000
2022-06-06T00:00+00:00	2022-06-06T01:00+01:00	7.593258	17.386987	18462727.000000
2022-06-06T01:00+00:00	2022-06-06T02:00+01:00	0.011488	17.034509	0.000000
2022-06-06T02:00+00:00	2022-06-06T03:00+01:00	0.011488	16.426172	0.000000
2022-06-06T03:00+00:00	2022-06-06T04:00+01:00	0.011488	15.710107	0.000000
2022-06-06T04:00+00:00	2022-06-06T05:00+01:00	0.011488	15.196588	71901.000000
2022-06-06T05:00+00:00	2022-06-06T06:00+01:00	0.011489	15.527612	510394.000000
2022-06-06T06:00+00:00	2022-06-06T07:00+01:00	0.011489	16.493066	1423088.000000
2022-06-06T07:00+00:00	2022-06-06T08:00+01:00	0.012230	18.349908	2690242.000000
2022-06-06T08:00+00:00	2022-06-06T09:00+01:00	0.014221	19.680750	4410943.500000
2022-06-06T09:00+00:00	2022-06-06T10:00+01:00	0.058085	20.652032	6377156.000000
2022-06-06T10:00+00:00	2022-06-06T11:00+01:00	0.085402	21.614771	8629719.000000
2022-06-06T11:00+00:00	2022-06-06T12:00+01:00	0.107225	22.366663	11173763.000000
2022-06-06T12:00+00:00	2022-06-06T13:00+01:00	0.110820	22.441248	13209410.000000
2022-06-06T13:00+00:00	2022-06-06T14:00+01:00	0.116065	22.759912	15523935.000000
2022-06-06T14:00+00:00	2022-06-06T15:00+01:00	0.117362	22.638727	17384188.000000
2022-06-06T15:00+00:00	2022-06-06T16:00+01:00	0.117511	22.398248	18861313.000000
2022-06-06T16:00+00:00	2022-06-06T17:00+01:00	0.117511	22.133234	20058212.000000
2022-06-06T17:00+00:00	2022-06-06T18:00+01:00	0.117511	21.768762	21025332.000000
2022-06-06T18:00+00:00	2022-06-06T19:00+01:00	0.117938	20.930566	21578202.000000
2022-06-06T19:00+00:00	2022-06-06T20:00+01:00	0.790510	18.525781	21748818.000000
2022-06-06T20:00+00:00	2022-06-06T21:00+01:00	0.791486	17.918207	21754427.000000
2022-06-06T21:00+00:00	2022-06-06T22:00+01:00	0.791806	16.925989	21754427.000000
2022-06-06T22:00+00:00	2022-06-06T23:00+01:00	0.791806	16.176660	21754427.000000
2022-06-06T23:00+00:00	2022-06-07T00:00+01:00	0.791806	15.601678	21754427.000000
2022-06-07T00:00+00:00	2022-06-07T01:00+01:00	0.792462	15.240991	21754427.000000
2022-06-07T01:00+00:00	2022-06-07T02:00+01:00	0.000651	15.011133	0.000000
2022-06-07T02:00+00:00	2022-06-07T03:00+01:00	0.003414	14.666040	0.000000
2022-06-07T03:00+00:00	2022-06-07T04:00+01:00	0.003414	14.308801	0.000000
2022-06-07T04:00+00:00	2022-06-07T05:00+01:00	0.003740	14.095819	65317.750000
2022-06-07T05:00+00:00	2022-06-07T06:00+01:00	0.003740	15.418329	445467.500000
2022-06-07T06:00+00:00	2022-06-07T07:00+01:00	0.003740	17.027917	1268223.000000
2022-06-07T07:00+00:00	2022-06-07T08:00+01:00	0.003740	18.263391	2659318.000000
2022-06-07T08:00+00:00	2022-06-07T09:00+01:00	0.003740	19.745691	4533118.000000
2022-06-07T09:00+00:00	2022-06-07T10:00+01:00	0.003736	20.306970	6390209.500000
2022-06-07T10:00+00:00	2022-06-07T11:00+01:00	0.003740	20.767206	8561280.500000
2022-06-07T11:00+00:00	2022-06-07T12:00+01:00	0.003953	20.943414	10603686.500000
2022-06-07T12:00+00:00	2022-06-07T13:00+01:00	0.003953	20.646570	12027374.000000
2022-06-07T13:00+00:00	2022-06-07T14:00+01:00	0.003953	21.202539	13955904.000000
2022-06-07T14:00+00:00	2022-06-07T15:00+01:00	0.003953	21.266992	15303110.000000
2022-06-07T15:00+00:00	2022-06-07T16:00+01:00	0.003953	21.391351	16563612.000000
2022-06-07T16:00+00:00	2022-06-07T17:00+01:00	0.003953	21.663965	17860755.000000
2022-06-07T17:00+00:00	2022-06-07T18:00+01:00	0.003953	21.467249	18815458.000000
2022-06-07T18:00+00:00	2022-06-07T19:00+01:00	0.004388	20.489343	19361405.000000
2022-06-07T19:00+00:00	2022-06-07T20:00+01:00	0.004388	19.592218	19495217.000000
2022-06-07T20:00+00:00	2022-06-07T21:00+01:00	0.004388	18.462671	19500864.000000
2022-06-07T21:00+00:00	2022-06-07T22:00+01:00	0.004876	17.701135	19500864.000000
2022-06-07T22:00+00:00	2022-06-07T23:00+01:00	0.019993	17.042749	19500864.000000
2022-06-07T23:00+00:00	2022-06-08T00:00+01:00	0.050097	16.234155	19500864.000000
2022-06-08T00:00+00:00	2022-06-08T01:00+01:00	0.351465	15.384119	19500864.000000
2022-06-08T01:00+00:00	2022-06-08T02:00+01:00	0.217345	14.645685	0.000000
2022-06-08T02:00+00:00	2022-06-08T03:00+01:00	0.341917	14.686426	0.000000
2022-06-08T03:00+00:00	2022-06-08T04:00+01:00	0.383472	14.529688	0.000000
2022-06-08T04:00+00:00	2022-06-08T05:00+01:00	0.384377	14.623010	61445.750000
2022-06-08T05:00+00:00	2022-06-08T06:00+01:00	0.385383	15.254663	341368.500000
2022-06-08T06:00+00:00	2022-06-08T07:00+01:00	0.386378	16.818750	1164459.000000
2022-06-08T07:00+00:00	2022-06-08T08:00+01:00	0.444658	17.949884	2487558.000000
2022-06-08T08:00+00:00	2022-06-08T09:00+01:00	0.562452	18.607233	3847055.500000
2022-06-08T09:00+00:00	2022-06-08T10:00+01:00	0.666674	19.719080	5905771.500000
2022-06-08T10:00+00:00	2022-06-08T11:00+01:00	0.740796	20.548853	8170317.000000
2022-06-08T11:00+00:00	2022-06-08T12:00+01:00	0.762545	20.988885	10130059.500000
2022-06-08T12:00+00:00	2022-06-08T13:00+01:00	0.778571	21.844019	12245624.000000
2022-06-08T13:00+00:00	2022-06-08T14:00+01:00	0.810131	22.578088	14570564.000000
2022-06-08T14:00+00:00	2022-06-08T15:00+01:00	0.810664	22.788843	16164889.000000
2022-06-08T15:00+00:00	2022-06-08T16:00+01:00	0.810999	22.809351	17404576.000000
2022-06-08T16:00+00:00	2022-06-08T17:00+01:00	0.814430	22.688196	18461025.000000
2022-06-08T17:00+00:00	2022-06-08T18:00+01:00	0.815216	21.946313	18962759.000000
2022-06-08T18:00+00:00	2022-06-08T19:00+01:00	0.815216	20.905511	19298885.000000
2022-06-08T19:00+00:00	2022-06-08T20:00+01:00	1.303859	19.582422	19441416.000000
2022-06-08T20:00+00:00	2022-06-08T21:00+01:00	1.304711	18.469843	19445513.000000
2022-06-08T21:00+00:00	2022-06-08T22:00+01:00	1.304711	18.173608	19445513.000000
2022-06-08T22:00+00:00	2022-06-08T23:00+01:00	1.304711	17.415552	19445513.000000
2022-06-08T23:00+00:00	2022-06-09T00:00+01:00	1.304711	15.314355	19445513.000000
2022-06-09T00:00+00:00	2022-06-09T01:00+01:00	1.323737	15.190240	19445513.000000
2022-06-09T01:00+00:00	2022-06-09T02:00+01:00	0.088059	15.329675	0.000000
2022-06-09T02:00+00:00	2022-06-09T03:00+01:00	0.290180	15.122827	0.000000
2022-06-09T03:00+00:00	2022-06-09T04:00+01:00	0.589715	14.957941	0.000000
2022-06-09T04:00+00:00	2022-06-09T05:00+01:00	0.861544	14.675562	19169.000000
2022-06-09T05:00+00:00	2022-06-09T06:00+01:00	1.118965	14.661890	127598.750000
2022-06-09T06:00+00:00	2022-06-09T07:00+01:00	1.155928	15.108636	465359.500000
2022-06-09T07:00+00:00	2022-06-09T08:00+01:00	1.162051	15.952234	1334145.000000
2022-06-09T08:00+00:00	2022-06-09T09:00+01:00	1.191377	17.343713	2816509.500000
2022-06-09T09:00+00:00	2022-06-09T10:00+01:00	1.246385	18.923242	5025370.000000
2022-06-09T10:00+00:00	2022-06-09T11:00+01:00	1.274786	19.992181	7400150.500000
2022-06-09T11:00+00:00	2022-06-09T12:00+01:00	1.287542	20.546960	9533534.000000
2022-06-09T12:00+00:00	2022-06-09T13:00+01:00	1.294005	20.969751	11596205.500000
2022-06-09T13:00+00:00	2022-06-09T14:00+01:00	1.346505	21.107751	13786379.000000
2022-06-09T14:00+00:00	2022-06-09T15:00+01:00	1.434713	20.727533	15567712.500000
2022-06-09T15:00+00:00	2022-06-09T16:00+01:00	1.706108	20.545831	17056698.500000
2022-06-09T16:00+00:00	2022-06-09T17:00+01:00	1.850422	20.190637	18087840.000000
2022-06-09T17:00+00:00	2022-06-09T18:00+01:00	1.888274	19.993311	18867098.500000
2022-06-09T18:00+00:00	2022-06-09T19:00+01:00	1.894049	19.546411	19275157.000000
2022-06-09T19:00+00:00	2022-06-09T20:00+01:00	1.903477	18.509119	19428020.500000
2022-06-09T20:00+00:00	2022-06-09T21:00+01:00	1.926441	17.536523	19435089.000000
2022-06-09T21:00+00:00	2022-06-09T22:00+01:00	1.945141	16.720667	19435089.000000
2022-06-09T22:00+00:00	2022-06-09T23:00+01:00	1.945143	16.096399	19435090.000000
2022-06-09T23:00+00:00	2022-06-10T00:00+01:00	1.945136	15.597864	19435090.000000
2022-06-10T00:00+00:00	2022-06-10T01:00+01:00	1.945136	15.043237	19435090.000000
2022-06-10T01:00+00:00	2022-06-10T02:00+01:00	0.000000	14.506311	0.000000
2022-06-10T02:00+00:00	2022-06-10T03:00+01:00	0.000000	13.877893	0.000000
2022-06-10T03:00+00:00	2022-06-10T04:00+01:00	0.000000	13.341882	0.000000
2022-06-10T04:00+00:00	2022-06-10T05:00+01:00	0.000000	12.786096	88005.750000
2022-06-10T05:00+00:00	2022-06-10T06:00+01:00	0.000000	14.308679	512319.000000
2022-06-10T06:00+00:00	2022-06-10T07:00+01:00	0.000000	15.946130	1428722.000000
2022-06-10T07:00+00:00	2022-06-10T08:00+01:00	0.052553	17.488397	2788841.500000
2022-06-10T08:00+00:00	2022-06-10T09:00+01:00	0.204399	18.642664	4598214.500000
2022-06-10T09:00+00:00	2022-06-10T10:00+01:00	0.314215	19.556177	6582029.000000
2022-06-10T10:00+00:00	2022-06-10T11:00+01:00	0.320747	20.361871	8595721.500000
2022-06-10T11:00+00:00	2022-06-10T12:00+01:00	0.320747	21.362146	11009258.000000
2022-06-10T12:00+00:00	2022-06-10T13:00+01:00	0.320747	21.997247	13259589.500000
2022-06-10T13:00+00:00	2022-06-10T14:00+01:00	0.320747	22.678796	15504720.500000
2022-06-10T14:00+00:00	2022-06-10T15:00+01:00	0.321174	22.939600	17333652.500000
2022-06-10T15:00+00:00	2022-06-10T16:00+01:00	0.321179	23.078302	18974872.500000
2022-06-10T16:00+00:00	2022-06-10T17:00+01:00	0.321179	22.969324	20258503.000000
2022-06-10T17:00+00:00	2022-06-10T18:00+01:00	0.321179	22.581323	21214862.500000
2022-06-10T18:00+00:00	2022-06-10T19:00+01:00	0.321180	21.637537	21619389.000000
2022-06-10T19:00+00:00	2022-06-10T20:00+01:00	0.321180	20.765527	21744978.000000
2022-06-10T20:00+00:00	2022-06-10T21:00+01:00	0.321180	19.705530	21751235.000000
2022-06-10T21:00+00:00	2022-06-10T22:00+01:00	0.321180	18.472711	21751235.000000
2022-06-10T22:00+00:00	2022-06-10T23:00+01:00	0.321176	18.241510	21751235.000000
2022-06-10T23:00+00:00	2022-06-11T00:00+01:00	0.321175	18.477716	21751234.000000
2022-06-11T00:00+00:00	2022-06-11T01:00+01:00	0.321175	16.791711	21751234.000000
2022-06-11T01:00+00:00	2022-06-11T02:00+01:00	0.000000	15.234277	0.000000
2022-06-11T02:00+00:00	2022-06-11T03:00+01:00	0.000000	14.441797	0.000000
2022-06-11T03:00+00:00	2022-06-11T04:00+01:00	0.000000	13.997522	0.000000
2022-06-11T04:00+00:00	2022-06-11T05:00+01:00	0.000000	13.947351	85995.750000
2022-06-11T05:00+00:00	2022-06-11T06:00+01:00	0.000000	15.532129	421379.250000
2022-06-11T06:00+00:00	2022-06-11T07:00+01:00	0.000000	19.056055	1163931.500000
2022-06-11T07:00+00:00	2022-06-11T08:00+01:00	0.000000	21.111688	2572073.000000
2022-06-11T08:00+00:00	2022-06-11T09:00+01:00	0.000426	22.560815	4559307.000000
2022-06-11T09:00+00:00	2022-06-11T10:00+01:00	0.000426	23.462061	6892750.500000
2022-06-11T10:00+00:00	2022-06-11T11:00+01:00	0.000672	24.165125	9263472.000000
2022-06-11T11:00+00:00	2022-06-11T12:00+01:00	0.000769	23.970087	10655331.000000
2022-06-11T12:00+00:00	2022-06-11T13:00+01:00	0.009225	24.261743	12219658.000000
2022-06-11T13:00+00:00	2022-06-11T14:00+01:00	0.025843	24.440546	13744017.000000
2022-06-11T14:00+00:00	2022-06-11T15:00+01:00	0.042730	24.429041	15121477.000000
2022-06-11T15:00+00:00	2022-06-11T16:00+01:00	0.045721	24.163965	16253400.000000
2022-06-11T16:00+00:00	2022-06-11T17:00+01:00	0.048433	23.702753	17151409.000000
2022-06-11T17:00+00:00	2022-06-11T18:00+01:00	0.049908	23.284937	17895724.000000
2022-06-11T18:00+00:00	2022-06-11T19:00+01:00	0.050497	22.505914	18267835.000000
2022-06-11T19:00+00:00	2022-06-11T20:00+01:00	0.050497	21.758569	18362498.000000
2022-06-11T20:00+00:00	2022-06-11T21:00+01:00	0.051346	22.162683	18369229.000000
2022-06-11T21:00+00:00	2022-06-11T22:00+01:00	0.051346	21.020074	18369229.000000
2022-06-11T22:00+00:00	2022-06-11T23:00+01:00	0.051346	18.212000	18369229.000000
2022-06-11T23:00+00:00	2022-06-12T00:00+01:00	0.051346	16.994897	18369229.000000
2022-06-12T00:00+00:00	2022-06-12T01:00+01:00	0.051348	16.564905	18369229.000000
2022-06-12T01:00+00:00	2022-06-12T02:00+01:00	0.000663	16.792993	0.000000
2022-06-12T02:00+00:00	2022-06-12T03:00+01:00	0.004107	17.071985	0.000000
2022-06-12T03:00+00:00	2022-06-12T04:00+01:00	0.013276	17.188562	0.000000
2022-06-12T04:00+00:00	2022-06-12T05:00+01:00	0.016892	16.664880	48536.750000
2022-06-12T05:00+00:00	2022-06-12T06:00+01:00	0.019584	17.853479	330654.250000
2022-06-12T06:00+00:00	2022-06-12T07:00+01:00	0.021106	19.607843	1113641.500000
2022-06-12T07:00+00:00	2022-06-12T08:00+01:00	0.021106	20.282190	2298617.000000
2022-06-12T08:00+00:00	2022-06-12T09:00+01:00	0.021106	21.144495	3750461.000000
2022-06-12T09:00+00:00	2022-06-12T10:00+01:00	0.021106	22.339685	5906903.500000
2022-06-12T10:00+00:00	2022-06-12T11:00+01:00	0.031784	23.522302	8612076.500000
2022-06-12T11:00+00:00	2022-06-12T12:00+01:00	0.031786	23.976038	11018088.500000
2022-06-12T12:00+00:00	2022-06-12T13:00+01:00	0.031788	24.637872	13768712.000000
2022-06-12T13:00+00:00	2022-06-12T14:00+01:00	0.031788	24.902795	16182624.500000
2022-06-12T14:00+00:00	2022-06-12T15:00+01:00	0.031788	25.140833	18592513.500000
2022-06-12T15:00+00:00	2022-06-12T16:00+01:00	0.031788	25.131036	20625505.000000
2022-06-12T16:00+00:00	2022-06-12T17:00+01:00	0.031788	24.721948	22067699.000000
2022-06-12T17:00+00:00	2022-06-12T18:00+01:00	0.031788	24.165918	23186703.500000
2022-06-12T18:00+00:00	2022-06-12T19:00+01:00	0.032212	23.228235	23798556.000000
2022-06-12T19:00+00:00	2022-06-12T20:00+01:00	0.032212	21.745844	24018792.500000
2022-06-12T20:00+00:00	2022-06-12T21:00+01:00	0.032212	20.276300	24027936.500000
2022-06-12T21:00+00:00	2022-06-12T22:00+01:00	0.032212	19.362634	24027936.500000
2022-06-12T22:00+00:00	2022-06-12T23:00+01:00	0.032212	18.507776	24027935.000000
2022-06-12T23:00+00:00	2022-06-13T00:00+01:00	0.032212	17.681909	24027935.000000
2022-06-13T00:00+00:00	2022-06-13T01:00+01:00	0.032212	17.080835	24027935.000000
2022-06-13T01:00+00:00	2022-06-13T02:00+01:00	0.001003	16.589960	0.000000
2022-06-13T02:00+00:00	2022-06-13T03:00+01:00	0.002061	15.917810	0.000000
2022-06-13T03:00+00:00	2022-06-13T04:00+01:00	0.006685	15.212762	0.000000
2022-06-13T04:00+00:00	2022-06-13T05:00+01:00	0.006849	14.697961	80049.500000
2022-06-13T05:00+00:00	2022-06-13T06:00+01:00	0.007009	14.747156	462585.000000
2022-06-13T06:00+00:00	2022-06-13T07:00+01:00	0.007009	15.322534	1286966.000000
2022-06-13T07:00+00:00	2022-06-13T08:00+01:00	0.062818	15.855127	2206257.000000
2022-06-13T08:00+00:00	2022-06-13T09:00+01:00	0.082716	16.922937	3576138.000000
