Valid time	Local time	Precipitation[mm] (acc.)	Temperature[degC]	SSRD[Jm-2] (acc.)
2022-06-05T13:00+00:00	2022-06-05T14:00+01:00	0.077593	24.819095	15812925.520000
2022-06-05T14:00+00:00	2022-06-05T15:00+01:00	0.293378	23.874689	16946966.763200
2022-06-05T15:00+00:00	2022-06-05T16:00+01:00	0.606241	22.234069	17550345.756800
2022-06-05T16:00+00:00	2022-06-05T17:00+01:00	0.744208	21.508764	18122559.003200
2022-06-05T17:00+00:00	2022-06-05T18:00+01:00	0.760329	21.112798	18531006.708800
2022-06-05T18:00+00:00	2022-06-05T19:00+01:00	0.991892	20.461249	18725123.334400
2022-06-05T19:00+00:00	2022-06-05T20:00+01:00	2.509335	20.351479	18781916.508800
2022-06-05T20:00+00:00	2022-06-05T21:00+01:00	3.414655	18.815407	18784377.745600
2022-06-05T21:00+00:00	2022-06-05T22:00+01:00	5.016301	18.153239	18784377.745600
2022-06-05T22:00+00:00	2022-06-05T23:00+01:00	6.004836	17.891542	18784377.745600
2022-06-05T23:00+00:00	2022-06-06T00:00+01:00	6.680315	17.788935	18784377.745600
2022-06-06T00:00+00:00	2022-06-06T01:00+01:00	6.875665	17.451969	18784377.745600
2022-06-06T01:00+00:00	2022-06-06T02:00+01:00	0.021618	17.117189	0.000000
2022-06-06T02:00+00:00	2022-06-06T03:00+01:00	0.021619	16.517018	0.000000
2022-06-06T03:00+00:00	2022-06-06T04:00+01:00	0.021619	15.791831	0.000000
2022-06-06T04:00+00:00	2022-06-06T05:00+01:00	0.021619	15.273473	70481.925600
2022-06-06T05:00+00:00	2022-06-06T06:00+01:00	0.021619	15.594393	504908.028000
2022-06-06T06:00+00:00	2022-06-06T07:00+01:00	0.021619	16.563960	1423212.833600
2022-06-06T07:00+00:00	2022-06-06T08:00+01:00	0.022696	18.419671	2703764.017600
2022-06-06T08:00+00:00	2022-06-06T09:00+01:00	0.024344	19.739959	4445314.734400
2022-06-06T09:00+00:00	2022-06-06T10:00+01:00	0.066921	20.687893	6403874.228000
2022-06-06T10:00+00:00	2022-06-06T11:00+01:00	0.091970	21.700910	8698320.939200
2022-06-06T11:00+00:00	2022-06-06T12:00+01:00	0.111434	22.491217	11287821.918400
2022-06-06T12:00+00:00	2022-06-06T13:00+01:00	0.114831	22.558098	13332728.590400
2022-06-06T13:00+00:00	2022-06-06T14:00+01:00	0.118509	22.856120	15615171.435200
2022-06-06T14:00+00:00	2022-06-06T15:00+01:00	0.119542	22.748146	17494422.228800
2022-06-06T15:00+00:00	2022-06-06T16:00+01:00	0.119829	22.524424	19022049.977600
2022-06-06T16:00+00:00	2022-06-06T17:00+01:00	0.119831	22.211159	20194758.968000
2022-06-06T17:00+00:00	2022-06-06T18:00+01:00	0.119831	21.858142	21155712.096000
2022-06-06T18:00+00:00	2022-06-06T19:00+01:00	0.120261	21.016309	21698665.056000
2022-06-06T19:00+00:00	2022-06-06T20:00+01:00	0.950740	18.534551	21868478.516800
2022-06-06T20:00+00:00	2022-06-06T21:00+01:00	0.950897	17.956176	21874175.910400
2022-06-06T21:00+00:00	2022-06-06T22:00+01:00	0.950947	16.960641	21874175.910400
2022-06-06T22:00+00:00	2022-06-06T23:00+01:00	0.950947	16.189101	21874175.910400
2022-06-06T23:00+00:00	2022-06-07T00:00+01:00	0.950947	15.614193	21874175.910400
2022-06-07T00:00+00:00	2022-06-07T01:00+01:00	0.951052	15.195027	21874175.910400
2022-06-07T01:00+00:00	2022-06-07T02:00+01:00	0.000104	14.936416	0.000000
2022-06-07T02:00+00:00	2022-06-07T03:00+01:00	0.000546	14.575319	0.000000
2022-06-07T03:00+00:00	2022-06-07T04:00+01:00	0.000546	14.210554	0.000000
2022-06-07T04:00+00:00	2022-06-07T05:00+01:00	0.000598	13.986639	67259.459200
2022-06-07T05:00+00:00	2022-06-07T06:00+01:00	0.000598	15.461616	461972.204400
2022-06-07T06:00+00:00	2022-06-07T07:00+01:00	0.000598	17.074746	1308398.335200
2022-06-07T07:00+00:00	2022-06-07T08:00+01:00	0.000598	18.253188	2708204.436800
2022-06-07T08:00+00:00	2022-06-07T09:00+01:00	0.000598	19.758625	4581682.144800
2022-06-07T09:00+00:00	2022-06-07T10:00+01:00	0.000598	20.361327	6442171.652000
2022-06-07T10:00+00:00	2022-06-07T11:00+01:00	0.000598	20.899153	8674396.098400
2022-06-07T11:00+00:00	2022-06-07T12:00+01:00	0.000662	21.069399	10728391.704000
2022-06-07T12:00+00:00	2022-06-07T13:00+01:00	0.000662	20.743617	12135517.250400
2022-06-07T13:00+00:00	2022-06-07T14:00+01:00	0.000662	21.291273	14073697.507200
2022-06-07T14:00+00:00	2022-06-07T15:00+01:00	0.000662	21.326474	15418152.668800
2022-06-07T15:00+00:00	2022-06-07T16:00+01:00	0.000662	21.446740	16681334.766400
2022-06-07T16:00+00:00	2022-06-07T17:00+01:00	0.000662	21.727002	17985765.459200
2022-06-07T17:00+00:00	2022-06-07T18:00+01:00	0.000662	21.549094	18941448.905600
2022-06-07T18:00+00:00	2022-06-07T19:00+01:00	0.001097	20.561984	19486330.534400
2022-06-07T19:00+00:00	2022-06-07T20:00+01:00	0.001097	19.639548	19619875.913600
2022-06-07T20:00+00:00	2022-06-07T21:00+01:00	0.001097	18.471500	19625643.196800
2022-06-07T21:00+00:00	2022-06-07T22:00+01:00	0.001403	17.774124	19625643.196800
2022-06-07T22:00+00:00	2022-06-07T23:00+01:00	0.011565	17.093453	19625643.196800
2022-06-07T23:00+00:00	2022-06-08T00:00+01:00	0.033112	16.254201	19625643.196800
2022-06-08T00:00+00:00	2022-06-08T01:00+01:00	0.570935	15.390483	19625643.196800
2022-06-08T01:00+00:00	2022-06-08T02:00+01:00	0.370982	14.615554	0.000000
2022-06-08T02:00+00:00	2022-06-08T03:00+01:00	0.563756	14.624100	0.000000
2022-06-08T03:00+00:00	2022-06-08T04:00+01:00	0.635335	14.472852	0.000000
2022-06-08T04:00+00:00	2022-06-08T05:00+01:00	0.636252	14.592224	61349.127200
2022-06-08T05:00+00:00	2022-06-08T06:00+01:00	0.637032	15.209504	332665.644000
2022-06-08T06:00+00:00	2022-06-08T07:00+01:00	0.637926	16.800491	1152641.028800
2022-06-08T07:00+00:00	2022-06-08T08:00+01:00	0.688420	18.030306	2486721.000000
2022-06-08T08:00+00:00	2022-06-08T09:00+01:00	0.793839	18.627223	3818615.148000
2022-06-08T09:00+00:00	2022-06-08T10:00+01:00	0.886581	19.754680	5883955.834400
2022-06-08T10:00+00:00	2022-06-08T11:00+01:00	0.962991	20.604967	8178164.585600
2022-06-08T11:00+00:00	2022-06-08T12:00+01:00	0.993956	21.010240	10129034.244800
2022-06-08T12:00+00:00	2022-06-08T13:00+01:00	1.012432	21.838088	12248258.716800
2022-06-08T13:00+00:00	2022-06-08T14:00+01:00	1.040084	22.567095	14552490.755200
2022-06-08T14:00+00:00	2022-06-08T15:00+01:00	1.040396	22.828802	16207027.494400
2022-06-08T15:00+00:00	2022-06-08T16:00+01:00	1.041036	22.861810	17496575.520000
2022-06-08T16:00+00:00	2022-06-08T17:00+01:00	1.043352	22.751194	18582885.632000
2022-06-08T17:00+00:00	2022-06-08T18:00+01:00	1.043849	22.007830	19098430.832000
2022-06-08T18:00+00:00	2022-06-08T19:00+01:00	1.043849	20.977833	19443279.356800
2022-06-08T19:00+00:00	2022-06-08T20:00+01:00	1.451861	19.760168	19586443.969600
2022-06-08T20:00+00:00	2022-06-08T21:00+01:00	1.452714	18.640421	19590472.363200
2022-06-08T21:00+00:00	2022-06-08T22:00+01:00	1.452714	18.045502	19590472.363200
2022-06-08T22:00+00:00	2022-06-08T23:00+01:00	1.452714	17.708613	19590472.363200
2022-06-08T23:00+00:00	2022-06-09T00:00+01:00	1.452714	15.398469	19590472.363200
2022-06-09T00:00+00:00	2022-06-09T01:00+01:00	1.469618	15.165494	19590472.363200
2022-06-09T01:00+00:00	2022-06-09T02:00+01:00	0.075663	15.378197	0.000000
2022-06-09T02:00+00:00	2022-06-09T03:00+01:00	0.257427	15.196859	0.000000
2022-06-09T03:00+00:00	2022-06-09T04:00+01:00	0.539454	15.040066	0.000000
2022-06-09T04:00+00:00	2022-06-09T05:00+01:00	0.830887	14.812866	20246.708000
2022-06-09T05:00+00:00	2022-06-09T06:00+01:00	1.122262	14.751711	119222.543200
2022-06-09T06:00+00:00	2022-06-09T07:00+01:00	1.172357	15.167229	440261.036000
2022-06-09T07:00+00:00	2022-06-09T08:00+01:00	1.178940	16.016791	1290434.297600
2022-06-09T08:00+00:00	2022-06-09T09:00+01:00	1.205725	17.413440	2771298.533600
2022-06-09T09:00+00:00	2022-06-09T10:00+01:00	1.257501	18.977691	4977806.395200
2022-06-09T10:00+00:00	2022-06-09T11:00+01:00	1.283515	20.031584	7326768.356800
2022-06-09T11:00+00:00	2022-06-09T12:00+01:00	1.294337	20.577387	9439595.646400
2022-06-09T12:00+00:00	2022-06-09T13:00+01:00	1.300549	21.102535	11573537.637600
2022-06-09T13:00+00:00	2022-06-09T14:00+01:00	1.355318	21.232805	13790903.237600
2022-06-09T14:00+00:00	2022-06-09T15:00+01:00	1.445546	20.813885	15554981.612800
2022-06-09T15:00+00:00	2022-06-09T16:00+01:00	1.717937	20.655089	17045139.713600
2022-06-09T16:00+00:00	2022-06-09T17:00+01:00	1.852245	20.254721	18049694.142400
2022-06-09T17:00+00:00	2022-06-09T18:00+01:00	1.886247	20.084769	18833613.313600
2022-06-09T18:00+00:00	2022-06-09T19:00+01:00	1.891031	19.628526	19246220.930400
2022-06-09T19:00+00:00	2022-06-09T20:00+01:00	1.898942	18.585066	19401569.820800
2022-06-09T20:00+00:00	2022-06-09T21:00+01:00	1.919302	17.612184	19408949.306400
2022-06-09T21:00+00:00	2022-06-09T22:00+01:00	1.936278	16.800944	19408949.306400
2022-06-09T22:00+00:00	2022-06-09T23:00+01:00	1.936274	16.182477	19408950.886400
2022-06-09T23:00+00:00	2022-06-10T00:00+01:00	1.936281	15.671904	19408950.886400
2022-06-10T00:00+00:00	2022-06-10T01:00+01:00	1.936281	15.112837	19408950.886400
2022-06-10T01:00+00:00	2022-06-10T02:00+01:00	0.000000	14.576056	0.000000
2022-06-10T02:00+00:00	2022-06-10T03:00+01:00	0.000000	13.920145	0.000000
2022-06-10T03:00+00:00	2022-06-10T04:00+01:00	0.000000	13.331904	0.000000
2022-06-10T04:00+00:00	2022-06-10T05:00+01:00	0.000000	12.765233	90509.486000
2022-06-10T05:00+00:00	2022-06-10T06:00+01:00	0.000000	14.332003	519403.952400
2022-06-10T06:00+00:00	2022-06-10T07:00+01:00	0.000000	15.954388	1445940.715200
2022-06-10T07:00+00:00	2022-06-10T08:00+01:00	0.047226	17.523257	2816040.738400
2022-06-10T08:00+00:00	2022-06-10T09:00+01:00	0.177907	18.697518	4636110.170400
2022-06-10T09:00+00:00	2022-06-10T10:00+01:00	0.262636	19.616994	6608914.362400
2022-06-10T10:00+00:00	2022-06-10T11:00+01:00	0.266924	20.413893	8628195.050400
2022-06-10T11:00+00:00	2022-06-10T12:00+01:00	0.266924	21.424733	11064845.012800
2022-06-10T12:00+00:00	2022-06-10T13:00+01:00	0.266924	22.070181	13346767.659200
2022-06-10T13:00+00:00	2022-06-10T14:00+01:00	0.266924	22.739046	15593940.656000
2022-06-10T14:00+00:00	2022-06-10T15:00+01:00	0.267352	22.997936	17425572.736800
2022-06-10T15:00+00:00	2022-06-10T16:00+01:00	0.267358	23.135545	19074294.862400
2022-06-10T16:00+00:00	2022-06-10T17:00+01:00	0.267358	23.050819	20377678.733600
2022-06-10T17:00+00:00	2022-06-10T18:00+01:00	0.267358	22.664729	21341703.163200
2022-06-10T18:00+00:00	2022-06-10T19:00+01:00	0.267358	21.684521	21740699.103200
2022-06-10T19:00+00:00	2022-06-10T20:00+01:00	0.267358	20.798819	21866463.964800
2022-06-10T20:00+00:00	2022-06-10T21:00+01:00	0.267358	19.745441	21872775.968800
2022-06-10T21:00+00:00	2022-06-10T22:00+01:00	0.267358	18.571889	21872775.968800
2022-06-10T22:00+00:00	2022-06-10T23:00+01:00	0.267354	18.092233	21872775.968800
2022-06-10T23:00+00:00	2022-06-11T00:00+01:00	0.267352	18.723420	21872775.456000
2022-06-11T00:00+00:00	2022-06-11T01:00+01:00	0.267352	17.181543	21872775.456000
2022-06-11T01:00+00:00	2022-06-11T02:00+01:00	0.000000	15.415170	0.000000
2022-06-11T02:00+00:00	2022-06-11T03:00+01:00	0.000000	14.507052	0.000000
2022-06-11T03:00+00:00	2022-06-11T04:00+01:00	0.000000	14.079827	0.000000
2022-06-11T04:00+00:00	2022-06-11T05:00+01:00	0.000000	14.046792	86771.257200
2022-06-11T05:00+00:00	2022-06-11T06:00+01:00	0.000000	15.563666	420100.906400
2022-06-11T06:00+00:00	2022-06-11T07:00+01:00	0.000000	19.085767	1169355.394400
2022-06-11T07:00+00:00	2022-06-11T08:00+01:00	0.000000	21.113053	2558235.651200
2022-06-11T08:00+00:00	2022-06-11T09:00+01:00	0.000426	22.596893	4540071.621600
2022-06-11T09:00+00:00	2022-06-11T10:00+01:00	0.000426	23.498685	6858855.863200
2022-06-11T10:00+00:00	2022-06-11T11:00+01:00	0.000579	24.265532	9291867.653600
2022-06-11T11:00+00:00	2022-06-11T12:00+01:00	0.000654	24.029427	10659162.335200
2022-06-11T12:00+00:00	2022-06-11T13:00+01:00	0.009145	24.318057	12225097.180800
2022-06-11T13:00+00:00	2022-06-11T14:00+01:00	0.029565	24.458238	13722488.849600
2022-06-11T14:00+00:00	2022-06-11T15:00+01:00	0.043522	24.465330	15081282.427200
2022-06-11T15:00+00:00	2022-06-11T16:00+01:00	0.045422	24.182707	16218614.404800
2022-06-11T16:00+00:00	2022-06-11T17:00+01:00	0.050566	23.660148	17072309.020800
2022-06-11T17:00+00:00	2022-06-11T18:00+01:00	0.051654	23.256081	17799811.580800
2022-06-11T18:00+00:00	2022-06-11T19:00+01:00	0.052035	22.497519	18166048.078400
2022-06-11T19:00+00:00	2022-06-11T20:00+01:00	0.052035	21.687917	18259311.974400
2022-06-11T20:00+00:00	2022-06-11T21:00+01:00	0.052883	22.124125	18265984.110400
2022-06-11T21:00+00:00	2022-06-11T22:00+01:00	0.052883	21.381002	18265984.110400
2022-06-11T22:00+00:00	2022-06-11T23:00+01:00	0.052883	18.473925	18265984.110400
2022-06-11T23:00+00:00	2022-06-12T00:00+01:00	0.052883	17.142308	18265984.110400
2022-06-12T00:00+00:00	2022-06-12T01:00+01:00	0.052874	16.671099	18265984.110400
2022-06-12T01:00+00:00	2022-06-12T02:00+01:00	0.000420	16.883981	0.000000
2022-06-12T02:00+00:00	2022-06-12T03:00+01:00	0.003833	17.064663	0.000000
2022-06-12T03:00+00:00	2022-06-12T04:00+01:00	0.013780	17.486244	0.000000
2022-06-12T04:00+00:00	2022-06-12T05:00+01:00	0.016133	16.840724	46848.567600
2022-06-12T05:00+00:00	2022-06-12T06:00+01:00	0.018184	17.849335	329864.805200
2022-06-12T06:00+00:00	2022-06-12T07:00+01:00	0.020165	19.622803	1121402.235200
2022-06-12T07:00+00:00	2022-06-12T08:00+01:00	0.020165	20.285579	2301488.160800
2022-06-12T08:00+00:00	2022-06-12T09:00+01:00	0.020165	21.088233	3704576.937600
2022-06-12T09:00+00:00	2022-06-12T10:00+01:00	0.020165	22.289435	5849147.246400
2022-06-12T10:00+00:00	2022-06-12T11:00+01:00	0.035700	23.447446	8563488.616800
2022-06-12T11:00+00:00	2022-06-12T12:00+01:00	0.035701	23.892332	10923054.688800
2022-06-12T12:00+00:00	2022-06-12T13:00+01:00	0.035697	24.594825	13689660.709600
2022-06-12T13:00+00:00	2022-06-12T14:00+01:00	0.035697	24.870789	16094515.192000
2022-06-12T14:00+00:00	2022-06-12T15:00+01:00	0.035697	25.111586	18478449.967200
2022-06-12T15:00+00:00	2022-06-12T16:00+01:00	0.035697	25.121329	20511526.307200
2022-06-12T16:00+00:00	2022-06-12T17:00+01:00	0.035697	24.731306	21948099.586400
2022-06-12T17:00+00:00	2022-06-12T18:00+01:00	0.035697	24.174338	23061642.480000
2022-06-12T18:00+00:00	2022-06-12T19:00+01:00	0.036128	23.212547	23670903.703200
2022-06-12T19:00+00:00	2022-06-12T20:00+01:00	0.036128	21.701739	23890952.500000
2022-06-12T20:00+00:00	2022-06-12T21:00+01:00	0.036128	20.271702	23900227.426400
2022-06-12T21:00+00:00	2022-06-12T22:00+01:00	0.036128	19.421694	23900227.426400
2022-06-12T22:00+00:00	2022-06-12T23:00+01:00	0.036128	18.563974	23900226.972800
2022-06-12T23:00+00:00	2022-06-13T00:00+01:00	0.036128	17.710888	23900226.972800
2022-06-13T00:00+00:00	2022-06-13T01:00+01:00	0.036128	17.106148	23900226.972800
2022-06-13T01:00+00:00	2022-06-13T02:00+01:00	0.000562	16.619039	0.000000
2022-06-13T02:00+00:00	2022-06-13T03:00+01:00	0.001186	15.949891	0.000000
2022-06-13T03:00+00:00	2022-06-13T04:00+01:00	0.004233	15.221991	0.000000
2022-06-13T04:00+00:00	2022-06-13T05:00+01:00	0.004257	14.713758	80954.553600
2022-06-13T05:00+00:00	2022-06-13T06:00+01:00	0.004283	14.748036	468045.988000
2022-06-13T06:00+00:00	2022-06-13T07:00+01:00	0.004283	15.323492	1309668.252800
2022-06-13T07:00+00:00	2022-06-13T08:00+01:00	0.045143	15.860143	2207969.816000
2022-06-13T08:00+00:00	2022-06-13T09:00+01:00	0.062878	16.887296	3542634.420800
